0|2013-12-05 21:36:008|[PACMAN] installed bzip2 (1.0.6-5)
0|2013-12-05 21:36:009|[PACMAN] installed gcc-libs (4.8.2-5)
0|2013-12-05 21:36:010|[PACMAN] installed db (5.3.28-1)
0|2013-12-05 21:36:011|[PACMAN] installed zlib (1.2.8-3)
0|2013-12-05 21:36:012|[PACMAN] installed cracklib (2.9.0-2)
